Setup	Class	Attack	Avg (m)	Root Motion (m)	Attack Extension (m)	Estimated Startup (ms)	Estimated Startup (frames @ 30fps)	Speed to Active (m/s)	Min (m)	Max (m)	SD	Sample Size	Notes	Frame Data
Torchpole+Torchpole	Spear	Paired Crouch L1	5.11	2.301	2.809	472	15	10.83	5.105	5.115	0.005	2	Weapons: 16080000 16080000	a036_034310
Torchpole	Spear	Offhand L1 1	4.497	1.395	3.102	576	18	7.81	4.492	4.502	0.005	6	Weapons: 16080000	a036_035000
Torchpole	Spear	Charge Forth - Charge	10.883	7.871	3.012	900	28	12.09	10.832	10.896	0.025	5	Weapons: 16080000	a605_040000
Bolt of Gransax	Spear	1h R1 1	5.076	1.721	3.355	605	19	8.39	5.073	5.082	0.004	31	Weapons: 16090000	a036_030000
Bolt of Gransax	Spear	1h Running R1	6.449	3.721	2.728	506	16	12.75	6.352	6.507	0.033	47	Weapons: 16090000	a036_030200
Bolt of Gransax	Spear	1h Running R2	6.937	3.778	3.159	593	18	11.7	6.871	6.983	0.03	26	Weapons: 16090000	a036_030210
Bolt of Gransax	Spear	1h Rolling R1	4.885	1.65	3.235	443	14	11.03	4.878	4.894	0.007	13	Weapons: 16090000	a036_030300
Bolt of Gransax	Spear	1h Charged R2 1	5.361	2.29	3.071	1304	40	4.11	5.36	5.365	0.001	15	Weapons: 16090000	a036_030500
Bolt of Gransax	Spear	1h R2 1 Release	5.313	2.395	2.918	812	25	6.54	5.309	5.322	0.004	11	Weapons: 16090000	a036_030505
Bolt of Gransax	Spear	Shieldpoke	3.806	0.652	3.154	408	13	9.33	3.789	3.815	0.012	9	Weapons: 16090000	a036_030900
Bolt of Gransax	Spear	2h R1 1	4.81	1.457	3.353	581	18	8.28	4.809	4.821	0.003	14	Weapons: 16090000	a036_032000
Bolt of Gransax	Spear	2h Running R1	5.955	3.471	2.484	549	17	10.85	5.93	5.98	0.02	17	Weapons: 16090000	a036_032200
Bolt of Gransax	Spear	2h Running R2	6.287	2.945	3.342	572	18	10.99	6.273	6.299	0.008	13	Weapons: 16090000	a036_032210
Bolt of Gransax	Spear	2h Rolling R1	3.53	1.425	2.105	371	12	9.51	3.526	3.54	0.006	13	Weapons: 16090000	a036_032300
Bolt of Gransax	Spear	2h Charged R2 1	6.816	3.287	3.529	1502	46	4.54	6.816	6.819	0.001	7	Weapons: 16090000	a036_032500
Bolt of Gransax	Spear	2h R2 1 Release	5.223	1.962	3.26	776	24	6.73	5.22	5.226	0.002	7	Weapons: 16090000	a036_032505
Bolt of Gransax+Bolt of Gransax	Spear	Paired L1 1	4.92	1.873	3.047	468	15	10.51	4.917	4.928	0.004	5	Weapons: 16090000 16090000	a036_034000
Bolt of Gransax+Bolt of Gransax	Spear	Paired Running L1	7.154	4.178	2.976	499	15	14.34	7.145	7.163	0.009	2	Weapons: 16090000 16090000	a036_034200
Bolt of Gransax+Bolt of Gransax	Spear	Paired Crouch L1	5.313	2.3	3.013	476	15	11.16	5.307	5.318	0.006	2	Weapons: 16090000 16090000	a036_034310
Bolt of Gransax	Spear	Offhand L1 1	4.716	1.397	3.319	566	17	8.33	4.716	4.716	0	5	Weapons: 16090000	a036_035000
Cross-Naginata	Spear	1h R1 1	4.361	1.848	2.513	587	18	7.43	4.352	4.368	0.003	41	Weapons: 16110000	a202_030000
Cross-Naginata	Spear	1h Running R1	6.17	3.747	2.423	502	16	12.29	6.064	6.312	0.076	17	Weapons: 16110000	a036_030200
Cross-Naginata	Spear	1h Running R2	6.659	3.809	2.85	605	19	11.01	6.61	6.691	0.026	15	Weapons: 16110000	a036_030210
Cross-Naginata	Spear	1h Rolling R1	4.59	1.65	2.94	441	14	10.41	4.578	4.596	0.007	15	Weapons: 16110000	a036_030300
Cross-Naginata	Spear	1h Charged R2 1	5.072	2.337	2.735	1304	40	3.89	5.068	5.081	0.005	9	Weapons: 16110000	a036_030500
Cross-Naginata	Spear	1h R2 1 Release	5.021	2.405	2.616	816	25	6.15	5.012	5.031	0.006	7	Weapons: 16110000	a036_030505
Cross-Naginata	Spear	Shieldpoke	3.517	0.663	2.854	404	13	8.71	3.514	3.518	0.001	14	Weapons: 16110000	a036_030900
Cross-Naginata	Spear	Shieldpoke (Weapon)	3.437				1		3.332	3.499	0.056	28	Weapons: 16110000	a036_030902
Cross-Naginata	Spear	2h R1 1	4.172	1.599	2.572	632	19	6.6	4.162	4.188	0.006	18	Weapons: 16110000	a202_032000
Cross-Naginata	Spear	2h Running R1	5.671	3.451	2.22	548	17	10.35	5.637	5.686	0.016	11	Weapons: 16110000	a036_032200
Cross-Naginata	Spear	2h Running R2	5.985	2.922	3.063	574	18	10.43	5.977	5.998	0.007	9	Weapons: 16110000	a036_032210
Cross-Naginata	Spear	2h Rolling R1	3.242	1.502	1.74	367	12	8.83	3.237	3.253	0.007	11	Weapons: 16110000	a036_032300
Cross-Naginata	Spear	2h Charged R2 1	6.519	3.364	3.155	1436	44	4.54	6.519	6.519	0	7	Weapons: 16110000	a036_032500
Cross-Naginata	Spear	2h R2 1 Release	4.926	1.961	2.965	816	25	6.04	4.923	4.928	0.002	5	Weapons: 16110000	a036_032505
Cross-Naginata+Cross-Naginata	Spear	Paired L1 1	4.625	1.873	2.752	474	15	9.76	4.621	4.633	0.005	4	Weapons: 16110000 16110000	a036_034000
Cross-Naginata+Cross-Naginata	Spear	Paired Running L1	7.023	4.178	2.844	508	16	13.82	6.869	7.088	0.05	23	Weapons: 16110000 16110000	a036_034200
Cross-Naginata+Cross-Naginata	Spear	Paired Crouch L1	5.03	2.294	2.735	468	15	10.75	5.023	5.036	0.007	2	Weapons: 16110000 16110000	a036_034310
Cross-Naginata	Spear	Offhand L1 1	4.226	1.837	2.389	597	18	7.08	4.225	4.228	0.001	6	Weapons: 16110000	a202_035000
Cross-Naginata	Spear	Impaling Thrust - Heavy Weapon Thrust	6.666	4.141	2.525	835	26	7.98	6.639	6.687	0.016	5	Weapons: 16110000	a601_040300
Death Ritual Spear	Spear	1h R1 1	4.687	1.703	2.984	603	19	7.77	4.684	4.693	0.004	22	Weapons: 16120000	a036_030000
Death Ritual Spear	Spear	1h Running R1	6.098	3.753	2.346	504	16	12.1	6.075	6.137	0.018	24	Weapons: 16120000	a036_030200
Death Ritual Spear	Spear	1h Running R2	6.42	3.652	2.768	582	18	11.03	6.304	6.569	0.069	11	Weapons: 16120000	a036_030210
Death Ritual Spear	Spear	1h Rolling R1	4.502	1.643	2.859	433	13	10.4	4.487	4.546	0.019	9	Weapons: 16120000	a036_030300
Death Ritual Spear	Spear	1h Charged R2 1	4.786	2.491	2.295	1230	37	3.89	4.78	4.788	0.003	5	Weapons: 16120000	a200_030500
Death Ritual Spear	Spear	1h R2 1 Release	4.335	2.297	2.038	777	24	5.58	4.331	4.337	0.003	5	Weapons: 16120000	a200_030505
Death Ritual Spear	Spear	Shieldpoke	3.428	0.664	2.764	402	13	8.53	3.427	3.428	0	25	Weapons: 16120000	a036_030900
Death Ritual Spear	Spear	2h R1 1	4.423	1.457	2.966	611	19	7.24	4.376	4.44	0.012	41	Weapons: 16120000	a036_032000
Death Ritual Spear	Spear	2h R1 2	3.665				1		3.664	3.667	0.001	8	Weapons: 16120000	a036_032010
Death Ritual Spear	Spear	2h Running R1	5.601	3.465	2.136	550	17	10.18	5.58	5.735	0.041	12	Weapons: 16120000	a036_032200
Death Ritual Spear	Spear	2h Running R2	5.904	2.956	2.948	570	18	10.36	5.874	5.917	0.012	14	Weapons: 16120000	a036_032210
Death Ritual Spear	Spear	2h Rolling R1	3.157	1.518	1.639	371	12	8.51	3.152	3.166	0.006	13	Weapons: 16120000	a036_032300
Death Ritual Spear	Spear	2h Charged R2 1	4.553	2.492	2.061	1216	37	3.74	4.553	4.554	0.001	7	Weapons: 16120000	a200_032500
Death Ritual Spear	Spear	2h R2 1 Release	4.097	2.328	1.769	789	24	5.19	4.075	4.109	0.012	7	Weapons: 16120000	a200_032505
Death Ritual Spear+Death Ritual Spear	Spear	Paired L1 1	4.535	1.873	2.662	468	15	9.69	4.531	4.542	0.005	5	Weapons: 16120000 16120000	a036_034000
Death Ritual Spear+Death Ritual Spear	Spear	Paired Running L1	6.792	4.186	2.605	508	16	13.37	6.776	6.807	0.015	2	Weapons: 16120000 16120000	a036_034200
Death Ritual Spear+Death Ritual Spear	Spear	Paired Crouch L1	4.952	2.293	2.659	452	14	10.96	4.95	4.954	0.002	2	Weapons: 16120000 16120000	a036_034310
Death Ritual Spear	Spear	Offhand L1 1	4.328	1.397	2.931	572	18	7.57	4.326	4.336	0.004	5	Weapons: 16120000	a036_035000
Inquisitor's Girandole	Spear	1h R1 1	4.605	1.703	2.902	599	18	7.69	4.601	4.61	0.004	30	Weapons: 16130000	a036_030000
Inquisitor's Girandole	Spear	1h Running R1	5.981	3.763	2.218	503	16	11.89	5.886	6.058	0.049	25	Weapons: 16130000	a036_030200
Inquisitor's Girandole	Spear	1h Running R2	6.493	3.758	2.736	581	18	11.18	6.438	6.53	0.026	38	Weapons: 16130000	a036_030210
Inquisitor's Girandole	Spear	1h Rolling R1	4.41	1.644	2.765	436	14	10.11	4.402	4.42	0.007	15	Weapons: 16130000	a036_030300
Inquisitor's Girandole	Spear	1h Charged R2 1	4.902	2.338	2.565	1304	40	3.76	4.902	4.905	0.001	9	Weapons: 16130000	a036_030500
Inquisitor's Girandole	Spear	1h R2 1 Release	4.846	2.405	2.441	812	25	5.97	4.84	4.854	0.004	7	Weapons: 16130000	a036_030505
Inquisitor's Girandole	Spear	Shieldpoke	3.346	0.663	2.683	405	13	8.26	3.345	3.346	0	14	Weapons: 16130000	a036_030900
Inquisitor's Girandole	Spear	2h R1 1	4.336	1.457	2.879	581	18	7.46	4.335	4.354	0.005	14	Weapons: 16130000	a036_032000
Inquisitor's Girandole	Spear	2h Running R1	5.497	3.45	2.047	510	16	10.78	5.469	5.518	0.017	9	Weapons: 16130000	a036_032200
Inquisitor's Girandole	Spear	2h Running R2	5.822	2.968	2.854	572	18	10.18	5.808	5.837	0.009	2393	Weapons: 16130000	a036_032210
Inquisitor's Girandole	Spear	2h Rolling R1	3.077	1.505	1.571	368	12	8.36	3.065	3.087	0.008	9	Weapons: 16130000	a036_032300
Inquisitor's Girandole	Spear	2h Charged R2 1	6.345	3.364	2.981	1500	46	4.23	6.345	6.346	0.001	7	Weapons: 16130000	a036_032500
Inquisitor's Girandole	Spear	2h R2 1 Release	4.753	1.964	2.789	811	25	5.86	4.749	4.756	0.002	5	Weapons: 16130000	a036_032505
Inquisitor's Girandole+Inquisitor's Girandole	Spear	Paired L1 1	4.452	1.873	2.578	468	15	9.51	4.449	4.46	0.004	5	Weapons: 16130000 16130000	a036_034000
Inquisitor's Girandole+Inquisitor's Girandole	Spear	Paired Running L1	6.699	4.179	2.521	504	16	13.29	6.696	6.703	0.004	2	Weapons: 16130000 16130000	a036_034200
Inquisitor's Girandole+Inquisitor's Girandole	Spear	Paired Crouch L1	4.878	2.294	2.585	453	14	10.77	4.878	4.879	0	2	Weapons: 16130000 16130000	a036_034310
Inquisitor's Girandole	Spear	Offhand L1 1	4.248	1.398	2.85	576	18	7.37	4.243	4.253	0.005	5	Weapons: 16130000	a036_035000
Inquisitor's Girandole	Spear	Charge Forth - Charge	10.601	7.834	2.767	896	27	11.83	10.444	10.664	0.091	4	Weapons: 16130000	a605_040000
Inquisitor's Girandole	Spear	Charge Forth - Finish	6.171	3.197	2.974	248	8	24.88	6.171	6.171	0	1	Weapons: 16130000	a605_040001
Spiked Spear	Spear	1h R1 1	4.689	1.729	2.959	605	19	7.75	4.685	4.694	0.004	25	Weapons: 16140000	a036_030000
Spiked Spear	Spear	1h Running R1	6.078	3.747	2.331	501	16	12.13	6.03	6.138	0.029	56	Weapons: 16140000	a036_030200
Spiked Spear	Spear	1h Running R2	6.515	3.723	2.791	603	19	10.8	6.4	6.595	0.068	19	Weapons: 16140000	a036_030210
Spiked Spear	Spear	1h Rolling R1	4.491	1.622	2.869	440	14	10.21	4.486	4.504	0.006	13	Weapons: 16140000	a036_030300
Spiked Spear	Spear	1h Charged R2 1	4.779	2.489	2.29	1235	38	3.87	4.74	4.789	0.019	5	Weapons: 16140000	a200_030500
Spiked Spear	Spear	1h R2 1 Release	4.325	2.296	2.029	768	24	5.63	4.286	4.338	0.019	5	Weapons: 16140000	a200_030505
Spiked Spear	Spear	Shieldpoke	3.429	0.663	2.766	406	13	8.45	3.427	3.43	0.001	16	Weapons: 16140000	a036_030900
Spiked Spear	Spear	2h R1 1	4.424	1.457	2.967	601	19	7.36	4.419	4.439	0.008	20	Weapons: 16140000	a036_032000
Spiked Spear	Spear	2h Running R1	5.593	3.464	2.129	548	17	10.21	5.579	5.6	0.009	11	Weapons: 16140000	a036_032200
Spiked Spear	Spear	2h Running R2	5.906	2.946	2.96	577	18	10.24	5.893	5.919	0.01	14	Weapons: 16140000	a036_032210
Spiked Spear	Spear	2h Rolling R1	3.153	1.511	1.642	375	12	8.41	3.115	3.167	0.012	13	Weapons: 16140000	a036_032300
Spiked Spear	Spear	2h Charged R2 1	4.547	2.494	2.053	1217	37	3.74	4.503	4.556	0.018	7	Weapons: 16140000	a200_032500
Spiked Spear	Spear	2h R2 1 Release	4.107	2.329	1.778	792	24	5.19	4.103	4.11	0.003	7	Weapons: 16140000	a200_032505
Spiked Spear+Spiked Spear	Spear	Paired L1 1	4.541	1.873	2.667	482	15	9.42	4.532	4.543	0.005	4	Weapons: 16140000 16140000	a036_034000
Spiked Spear+Spiked Spear	Spear	Paired Running L1	6.808	4.186	2.622	520	16	13.09	6.807	6.809	0.001	2	Weapons: 16140000 16140000	a036_034200
Spiked Spear+Spiked Spear	Spear	Paired Crouch L1	4.961	2.305	2.655	480	15	10.33	4.956	4.965	0.005	2	Weapons: 16140000 16140000	a036_034310
Spiked Spear	Spear	Offhand L1 1	4.331	1.396	2.935	573	18	7.56	4.327	4.338	0.004	6	Weapons: 16140000	a036_035000
Spiked Spear	Spear	Impaling Thrust - Heavy Weapon Thrust	6.579	4.145	2.435	834	26	7.89	6.579	6.58	0	4	Weapons: 16140000	a601_040300
Iron Spear	Spear	1h R1 1	4.456	1.703	2.753	603	19	7.39	4.453	4.462	0.004	27	Weapons: 16150000	a036_030000
Iron Spear	Spear	1h Running R1	5.862	3.767	2.095	493	15	11.89	5.813	5.908	0.03	30	Weapons: 16150000	a036_030200
Iron Spear	Spear	1h Running R2	6.178	3.598	2.58	598	18	10.33	6.15	6.2	0.014	13	Weapons: 16150000	a036_030210
Iron Spear	Spear	1h Rolling R1	4.263	1.652	2.612	431	13	9.89	4.253	4.277	0.008	27	Weapons: 16150000	a036_030300
Iron Spear	Spear	1h Charged R2 1	4.76	2.337	2.423	1178	36	4.04	4.758	4.769	0.004	9	Weapons: 16150000	a036_030500
Iron Spear	Spear	1h R2 1 Release	4.698	2.403	2.295	813	25	5.78	4.693	4.706	0.006	7	Weapons: 16150000	a036_030505
Iron Spear	Spear	Shieldpoke	3.198	0.663	2.535	401	13	7.98	3.196	3.199	0.001	8	Weapons: 16150000	a036_030900
Iron Spear	Spear	2h R1 1	4.193	1.457	2.736	606	19	6.92	4.185	4.205	0.01	16	Weapons: 16150000	a036_032000
Iron Spear	Spear	2h Running R1	5.352	3.446	1.905	524	16	10.21	5.323	5.373	0.02	9	Weapons: 16150000	a036_032200
Iron Spear	Spear	2h Running R2	5.673	2.924	2.749	570	18	9.95	5.662	5.691	0.011	9	Weapons: 16150000	a036_032210
Iron Spear	Spear	2h Rolling R1	2.94	1.506	1.433	372	12	7.9	2.932	2.946	0.007	9	Weapons: 16150000	a036_032300
Iron Spear	Spear	2h Charged R2 1	6.197	3.364	2.833	1500	46	4.13	6.196	6.198	0.001	7	Weapons: 16150000	a036_032500
Iron Spear	Spear	2h R2 1 Release	4.602	1.962	2.64	779	24	5.91	4.593	4.606	0.005	5	Weapons: 16150000	a036_032505
Iron Spear+Iron Spear	Spear	Paired L1 1	4.307	1.873	2.434	476	15	9.05	4.301	4.313	0.005	5	Weapons: 16150000 16150000	a036_034000
Iron Spear+Iron Spear	Spear	Paired Running L1	6.55	4.187	2.363	504	16	13	6.533	6.566	0.017	2	Weapons: 16150000 16150000	a036_034200
Iron Spear+Iron Spear	Spear	Paired Crouch L1	4.749	2.3	2.449	468	15	10.15	4.744	4.754	0.005	2	Weapons: 16150000 16150000	a036_034310
Iron Spear	Spear	Offhand L1 1	4.097	1.398	2.7	564	17	7.26	4.094	4.105	0.004	5	Weapons: 16150000	a036_035000
Iron Spear	Spear	Charge Forth - Charge	10.501	7.847	2.654	901	28	11.66	10.493	10.511	0.008	3	Weapons: 16150000	a605_040000
Rotten Crystal Spear	Spear	1h R1 1	4.609	1.703	2.906	599	18	7.69	4.607	4.617	0.003	20	Weapons: 16160000	a036_030000
Rotten Crystal Spear	Spear	1h Running R1	6.04	3.762	2.278	505	16	11.96	5.993	6.055	0.016	15	Weapons: 16160000	a036_030200
Rotten Crystal Spear	Spear	1h Running R2	6.497	3.742	2.755	600	19	10.83	6.441	6.531	0.029	19	Weapons: 16160000	a036_030210
Rotten Crystal Spear	Spear	1h Rolling R1	4.413	1.64	2.773	441	14	10.01	4.41	4.425	0.005	7	Weapons: 16160000	a036_030300
Rotten Crystal Spear	Spear	1h Charged R2 1	4.914	2.288	2.625	1108	34	4.43	4.908	4.92	0.005	5	Weapons: 16160000	a036_030500
Rotten Crystal Spear	Spear	1h R2 1 Release	4.854	2.405	2.449	806	25	6.02	4.851	4.86	0.003	5	Weapons: 16160000	a036_030505
Rotten Crystal Spear	Spear	Shieldpoke	3.351	0.663	2.688	401	13	8.36	3.344	3.352	0.003	7	Weapons: 16160000	a036_030900
Rotten Crystal Spear	Spear	2h R1 1	4.344	1.457	2.887	604	19	7.19	4.341	4.36	0.007	16	Weapons: 16160000	a036_032000
Rotten Crystal Spear	Spear	2h Running R1	5.499	3.47	2.03	522	16	10.54	5.474	5.524	0.02	18	Weapons: 16160000	a036_032200
Rotten Crystal Spear	Spear	2h Running R2	5.83	2.946	2.884	574	18	10.16	5.807	5.844	0.01	14	Weapons: 16160000	a036_032210
Rotten Crystal Spear	Spear	2h Rolling R1	3.084	1.503	1.582	368	12	8.38	3.078	3.093	0.007	12	Weapons: 16160000	a036_032300
Rotten Crystal Spear	Spear	2h Charged R2 1	6.351	3.287	3.064	1497	45	4.24	6.351	6.351	0	6	Weapons: 16160000	a036_032500
Rotten Crystal Spear	Spear	2h R2 1 Release	4.76	1.964	2.795	809	25	5.88	4.757	4.76	0.001	6	Weapons: 16160000	a036_032505
Rotten Crystal Spear+Rotten Crystal Spear	Spear	Paired L1 1	4.461	1.875	2.586	470	15	9.49	4.455	4.466	0.005	4	Weapons: 16160000 16160000	a036_034000
Rotten Crystal Spear+Rotten Crystal Spear	Spear	Paired Running L1	6.694	4.178	2.516	500	16	13.39	6.686	6.702	0.008	2	Weapons: 16160000 16160000	a036_034200
Rotten Crystal Spear+Rotten Crystal Spear	Spear	Paired Crouch L1	4.846	2.3	2.546	480	15	10.09	4.807	4.884	0.039	2	Weapons: 16160000 16160000	a036_034310
Rotten Crystal Spear	Spear	Offhand L1 1	4.255	1.395	2.86	577	18	7.37	4.249	4.26	0.005	6	Weapons: 16160000	a036_035000
Rotten Crystal Spear	Spear	Charge Forth - Charge	10.655	7.881	2.773	898	27	11.86	10.654	10.655	0	3	Weapons: 16160000	a605_040000
Smithscript Spear	Spear	1h R1 1	4.521	1.73	2.792	603	19	7.5	4.519	4.528	0.004	8	Weapons: 16500000	a036_030000
Smithscript Spear	Spear	1h Running R1	5.779	30.49		492	15		5.769	5.785	0.007	3	Weapons: 16500000	a036_030200
Smithscript Spear	Spear	1h Rolling R1	4.326	1.646	2.68	434	14	9.97	4.32	4.331	0.005	3	Weapons: 16500000	a036_030300
Smithscript Spear	Spear	2h R1 1	4.254	27.903		585	18		4.223	4.272	0.013	9	Weapons: 16500000	a036_032000
Smithscript Spear	Spear	2h Running R1	5.396	3.432	1.964	536	17	10.07	5.385	5.403	0.008	3	Weapons: 16500000	a036_032200
Smithscript Spear	Spear	2h Rolling R1	2.99	1.535	1.455	278	9	10.76	2.99	2.991	0.001	4	Weapons: 16500000	a036_032300
Swift Spear	Spear	1h R1 1	5.431	3.46	1.971	480	15	11.31	5.421	5.452	0.012	19	Weapons: 16520000	a252_030000
Swift Spear	Spear	1h Running R1	5.698	3.681	2.017	520	16	10.96	5.692	5.704	0.006	2	Weapons: 16520000	a036_030200
Swift Spear	Spear	1h Running R2	6.141	3.59	2.552	532	16	11.54	6.13	6.153	0.011	2	Weapons: 16520000	a036_030210
Swift Spear	Spear	1h Rolling R1	4.238	1.647	2.59	448	14	9.46	4.233	4.242	0.004	2	Weapons: 16520000	a036_030300
Swift Spear	Spear	1h Charged R2 1	4.743	2.508	2.235	1308	40	3.63	4.737	4.749	0.006	2	Weapons: 16520000	a036_030500
Swift Spear	Spear	1h R2 1 Release	4.68	2.169	2.51	732	22	6.39	4.674	4.688	0.004	9	Weapons: 16520000	a036_030505
Swift Spear	Spear	2h R1 1	5.459	3.359	2.1	459	14	11.89	5.439	5.481	0.013	21	Weapons: 16520000	a252_032000
Swift Spear	Spear	2h R1 2	5.688	3.431	2.257	422	13	13.48	5.612	5.703	0.034	6	Weapons: 16520000	a252_032010
Swift Spear	Spear	2h R1 3	5.299	3.08	2.219	423	13	12.53	5.283	5.315	0.016	4	Weapons: 16520000	a252_032020
Swift Spear	Spear	2h Running R1	5.415	3.621	1.794	536	17	10.1	5.32	5.503	0.063	7	Weapons: 16520000	a036_032200
Swift Spear	Spear	2h Running R2	5.768	3.206	2.562	531	16	10.86	5.664	5.8	0.043	8	Weapons: 16520000	a036_032210
Swift Spear	Spear	2h Rolling R1	2.889	1.537	1.352	372	12	7.77	2.69	2.924	0.071	9	Weapons: 16520000	a036_032300
Swift Spear	Spear	2h Charged R2 1	6.179	3.287	2.892	1443	44	4.28	6.178	6.186	0.002	13	Weapons: 16520000	a036_032500
Swift Spear	Spear	2h R2 1 Release	4.586	1.694	2.891	660	20	6.95	4.578	4.589	0.003	10	Weapons: 16520000	a036_032505
Swift Spear	Spear	a036_033050	5.871	3.639	2.232	178	6	32.98	5.638	5.987	0.164	3	Weapons: 16520000	a036_033050
Swift Spear	Spear	2h Jumping R1 Landing	2.739	0.341	2.398	64	2	42.79	2.739	2.739	0	1	Weapons: 16520000	a036_033070
Swift Spear	Spear	Impaling Thrust - Heavy Weapon Thrust	6.431	4.135	2.296	834	26	7.71	6.431	6.432	0	4	Weapons: 16520000	a601_040300
Bloodfiend's Fork	Spear	1h R1 1	4.535	1.703	2.832	599	18	7.57	4.531	4.55	0.006	11	Weapons: 16540000	a036_030000
Bloodfiend's Fork	Spear	1h Running R1	5.79	3.681	2.108	437	14	13.25	5.78	5.796	0.007	3	Weapons: 16540000	a036_030200
Bloodfiend's Fork	Spear	1h Running R2	6.254	3.614	2.64	288	9	21.71	6.249	6.259	0.005	2	Weapons: 16540000	a036_030210
Bloodfiend's Fork	Spear	1h Rolling R1	4.334	1.641	2.693	437	14	9.92	4.33	4.34	0.005	3	Weapons: 16540000	a036_030300
Bloodfiend's Fork	Spear	1h Charged R2 1	4.834	2.508	2.326	1309	40	3.69	4.83	4.842	0.006	3	Weapons: 16540000	a036_030500
Bloodfiend's Fork	Spear	1h R2 1 Release	4.776	2.171	2.605	582	18	8.21	4.775	4.777	0.001	8	Weapons: 16540000	a036_030505
Bloodfiend's Fork	Spear	2h R1 1	4.267	1.536	2.731	600	19	7.11	4.259	4.284	0.008	12	Weapons: 16540000	a036_032000
Bloodfiend's Fork	Spear	2h Running R1	5.566	3.805	1.761	536	17	10.38	5.523	5.604	0.032	15	Weapons: 16540000	a036_032200
Bloodfiend's Fork	Spear	2h Running R2	5.834	3.091	2.743	533	16	10.94	5.758	5.894	0.05	10	Weapons: 16540000	a036_032210
Bloodfiend's Fork	Spear	2h Rolling R1	3.004	1.361	1.643	377	12	7.97	2.997	3.016	0.007	6	Weapons: 16540000	a036_032300
Bloodfiend's Fork	Spear	2h Charged R2 1	6.274	3.557	2.717	1223	37	5.13	6.274	6.275	0	2	Weapons: 16540000	a036_032500
Bloodfiend's Fork	Spear	2h R2 1 Release	4.683	1.695	2.988	679	21	6.9	4.68	4.684	0.001	9	Weapons: 16540000	a036_032505
Bloodfiend's Sacred Spear	Great Spear	1h R1 1	4.981	1.879	3.102	440	14	11.32	4.97	4.995	0.007	11	Weapons: 16550000	a037_030000
Bloodfiend's Sacred Spear	Great Spear	1h Running R1	6.697	4.091	2.606	572	18	11.71	6.692	6.711	0.008	4	Weapons: 16550000	a037_030200
Bloodfiend's Sacred Spear	Great Spear	1h Running R2	10.542	7.814	2.728	514	16	20.51	10.439	10.646	0.065	11	Weapons: 16550000	a037_030210
Bloodfiend's Sacred Spear	Great Spear	1h Rolling R1	4.769	1.942	2.827	406	13	11.75	4.757	4.773	0.006	5	Weapons: 16550000	a037_030300
Bloodfiend's Sacred Spear	Great Spear	1h Charged R2 1	5.432	31.381		1208	37		5.428	5.436	0.004	2	Weapons: 16550000	a037_030500
Bloodfiend's Sacred Spear	Great Spear	1h R2 1 Release	5.461	2.077	3.385	840	26	6.5	5.457	5.474	0.007	4	Weapons: 16550000	a037_030505
Bloodfiend's Sacred Spear	Great Spear	2h R1 1	5.049	1.957	3.092	578	18	8.74	5.043	5.057	0.006	14	Weapons: 16550000	a037_032000
Bloodfiend's Sacred Spear	Great Spear	2h Running R1	6.864	4.199	2.665	557	17	12.32	6.831	6.917	0.029	14	Weapons: 16550000	a037_032200
Bloodfiend's Sacred Spear	Great Spear	2h Running R2	10.5	7.826	2.675	483	15	21.74	10.375	10.594	0.064	10	Weapons: 16550000	a037_032210
Bloodfiend's Sacred Spear	Great Spear	2h Rolling R1	4.641	1.864	2.776	418	13	11.1	4.55	4.659	0.033	9	Weapons: 16550000	a037_032300
Bloodfiend's Sacred Spear	Great Spear	2h Charged R2 1	5.339	2.46	2.879	1666	50	3.2	5.335	5.35	0.005	7	Weapons: 16550000	a037_032500
Bloodfiend's Sacred Spear	Great Spear	2h R2 1 Release	5.388	1.996	3.392	792	24	6.8	5.382	5.401	0.009	3	Weapons: 16550000	a037_032505
Mohgwyn's Sacred Spear	Great Spear	1h R1 1	4.983	1.886	3.097	548	17	9.09	4.955	4.995	0.009	50	Weapons: 17010000	a037_030000
Mohgwyn's Sacred Spear	Great Spear	1h R1 2	4.526				1		4.519	4.532	0.006	2	Weapons: 17010000	a037_030010
Mohgwyn's Sacred Spear	Great Spear	1h Running R1	6.857	4.102	2.755	554	17	12.38	6.803	6.912	0.029	22	Weapons: 17010000	a037_030200
Mohgwyn's Sacred Spear	Great Spear	1h Running R2	10.477	7.794	2.683	528	16	19.84	10.413	10.562	0.043	28	Weapons: 17010000	a037_030210
Mohgwyn's Sacred Spear	Great Spear	1h Rolling R1	4.764	1.901	2.863	408	13	11.68	4.757	4.78	0.008	19	Weapons: 17010000	a037_030300
Mohgwyn's Sacred Spear	Great Spear	1h Charged R2 1	5.428	2.58	2.848	1512	46	3.59	5.427	5.43	0.001	8	Weapons: 17010000	a037_030500
Mohgwyn's Sacred Spear	Great Spear	1h R2 1 Release	5.465	2.149	3.316	939	29	5.82	5.458	5.478	0.008	6	Weapons: 17010000	a037_030505
Mohgwyn's Sacred Spear	Great Spear	Shieldpoke	3.968	0.663	3.305	535	17	7.42	3.958	3.972	0.004	14	Weapons: 17010000	a037_030900
Mohgwyn's Sacred Spear	Great Spear	2h R1 1	5.046	1.957	3.089	577	18	8.75	5.033	5.059	0.007	18	Weapons: 17010000	a037_032000
