Location	Name	Is Boss	Is DLC	ID		Health	dlcClear		Phys	Strike	Slash	Pierce	Magic	Fire	Ltng	Holy		Phys	Strike	Slash	Pierce	Magic	Fire	Ltng	Holy		Poison	Scarlet Rot	Bleed	Frost	Sleep	Madness	Deathblight		Bleed	Frost	Sleep	Madness	HP Burn Effect		Base	Incoming Mult	Effective	Regen Delay		Part 1	Part 2	Part 3	Part 4	Part 5	Part 6	Part 7	Part 8	Weak Part	Parts Damage Type
Castle Ensis / Cerulean Coast	Messmer Soldier (Axe)	FALSE	TRUE	58300282		1,860	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		219	219	293	293	293	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Messmer Soldier (Axe)	FALSE	TRUE	58300290		1,926	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		221	221	294	294	294	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scaduview / Ancient Ruins of Rauh	Messmer Soldier (Axe)	FALSE	TRUE	58300293		2,526	-		124	124	124	124	124	124	124	124		0	0	10	-10	0	0	-20	0		237	237	316	316	316	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Stone Coffin Fissure / Shadow Keep	Messmer Soldier (Axe)	FALSE	TRUE	58300298		2,199	-		123	123	123	123	123	123	123	123		0	0	10	-10	0	0	-20	0		227	227	303	303	303	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Gravesite Plain	Messmer Soldier (Axe)	FALSE	TRUE	58300380		1,353	-		121	121	121	121	121	121	121	121		0	0	10	-10	0	0	-20	0		210	210	280	280	280	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Messmer Soldier (Axe)	FALSE	TRUE	58300381		1,653	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		216	216	288	288	288	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Castle Ensis / Cerulean Coast	Messmer Soldier (Axe)	FALSE	TRUE	58300382		1,860	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		219	219	293	293	293	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Messmer Soldier (Axe)	FALSE	TRUE	58300390		1,926	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		221	221	294	294	294	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scaduview / Ancient Ruins of Rauh	Messmer Soldier (Axe)	FALSE	TRUE	58300393		2,526	-		124	124	124	124	124	124	124	124		0	0	10	-10	0	0	-20	0		237	237	316	316	316	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Charo's Hidden Grave	Messmer Soldier (Axe)	FALSE	TRUE	58300395		2,064	-		123	123	123	123	123	123	123	123		0	0	10	-10	0	0	-20	0		222	222	296	296	296	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Stone Coffin Fissure / Shadow Keep	Messmer Soldier (Axe)	FALSE	TRUE	58300398		2,199	-		123	123	123	123	123	123	123	123		0	0	10	-10	0	0	-20	0		227	227	303	303	303	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Castle Ensis / Cerulean Coast	Messmer Soldier (Axe)	FALSE	TRUE	58300482		1,860	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		219	219	293	293	293	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Messmer Soldier (Axe)	FALSE	TRUE	58300490		1,926	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		221	221	294	294	294	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Gravesite Plain	Messmer Soldier (Spear)	FALSE	TRUE	58300580		1,353	-		121	121	121	121	121	121	121	121		0	0	10	-10	0	0	-20	0		210	210	280	280	280	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Messmer Soldier (Spear)	FALSE	TRUE	58300581		1,653	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		216	216	288	288	288	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Castle Ensis / Cerulean Coast	Messmer Soldier (Spear)	FALSE	TRUE	58300582		1,860	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		219	219	293	293	293	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Messmer Soldier (Spear)	FALSE	TRUE	58300590		1,926	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		221	221	294	294	294	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scaduview / Ancient Ruins of Rauh	Messmer Soldier (Spear)	FALSE	TRUE	58300593		2,526	-		124	124	124	124	124	124	124	124		0	0	10	-10	0	0	-20	0		237	237	316	316	316	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Charo's Hidden Grave	Messmer Soldier (Spear)	FALSE	TRUE	58300595		2,064	-		123	123	123	123	123	123	123	123		0	0	10	-10	0	0	-20	0		222	222	296	296	296	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Stone Coffin Fissure / Shadow Keep	Messmer Soldier (Spear)	FALSE	TRUE	58300598		2,199	-		123	123	123	123	123	123	123	123		0	0	10	-10	0	0	-20	0		227	227	303	303	303	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Gravesite Plain	Messmer Soldier (Axe)	FALSE	TRUE	58300680		1,353	-		121	121	121	121	121	121	121	121		0	0	10	-10	0	0	-20	0		210	210	280	280	280	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Messmer Soldier (Axe)	FALSE	TRUE	58300681		1,653	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		216	216	288	288	288	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Messmer Soldier (Axe)	FALSE	TRUE	58300690		1,926	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		221	221	294	294	294	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Stone Coffin Fissure / Shadow Keep	Messmer Soldier (Axe)	FALSE	TRUE	58300698		2,199	-		123	123	123	123	123	123	123	123		0	0	10	-10	0	0	-20	0		227	227	303	303	303	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Messmer Soldier (?)	FALSE	TRUE	58301590		1,926	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		221	221	294	294	294	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Castle Ensis / Cerulean Coast	Messmer Soldier (?)	FALSE	TRUE	58309082		1,860	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		219	219	293	293	293	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Messmer Soldier (?)	FALSE	TRUE	58309090		1,926	-		122	122	122	122	122	122	122	122		0	0	10	-10	0	0	-20	0		221	221	294	294	294	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Stone Coffin Fissure / Shadow Keep	Messmer Soldier (?)	FALSE	TRUE	58309098		2,199	-		123	123	123	123	123	123	123	123		0	0	10	-10	0	0	-20	0		227	227	303	303	303	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Castle Ensis / Cerulean Coast	Giant Ram	FALSE	TRUE	58500083		4,340	-		122	122	122	122	122	122	122	122		-40	-40	-40	-40	-40	-100	40	-40		164	164	164	164	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Charo's Hidden Grave	Giant Ram	FALSE	TRUE	58500084		4,816	-		123	123	123	123	123	123	123	123		-40	-40	-40	-40	-40	-100	40	-40		166	166	166	166	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Gravesite Plain	Giant Ram	FALSE	TRUE	58500180		3,157	-		121	121	121	121	121	121	121	121		-40	-40	-40	-40	-40	-100	40	-40		157	157	157	157	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Castle Ensis / Cerulean Coast	Giant Ram	FALSE	TRUE	58500183		4,340	-		122	122	122	122	122	122	122	122		-40	-40	-40	-40	-40	-100	40	-40		164	164	164	164	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Charo's Hidden Grave	Giant Ram	FALSE	TRUE	58500184		4,816	-		123	123	123	123	123	123	123	123		-40	-40	-40	-40	-40	-100	40	-40		166	166	166	166	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Giant Ram	FALSE	TRUE	58500190		4,494	-		122	122	122	122	122	122	122	122		-40	-40	-40	-40	-40	-100	40	-40		165	165	165	165	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Imp (Lion Head)	FALSE	TRUE	58700081		1,480	-		122	122	122	122	122	122	122	122		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Imp (Lion Head)	FALSE	TRUE	58700090		1,725	-		122	122	122	122	122	122	122	122		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadutree Base	Imp (Lion Head)	FALSE	TRUE	58700091		2,031	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Charo's Hidden Grave	Imp (Lion Head)	FALSE	TRUE	58700095		1,849	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Imp (Lion Head)	FALSE	TRUE	58700181		1,480	-		122	122	122	122	122	122	122	122		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Imp (Lion Head)	FALSE	TRUE	58700190		1,725	-		122	122	122	122	122	122	122	122		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadutree Base	Imp (Lion Head)	FALSE	TRUE	58700191		2,031	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Charo's Hidden Grave	Imp (Lion Head)	FALSE	TRUE	58700195		1,849	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Imp (Lion Head)	FALSE	TRUE	58700281		1,480	-		122	122	122	122	122	122	122	122		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		35	1	35	2.692		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Imp (Lion Head)	FALSE	TRUE	58700290		1,725	-		122	122	122	122	122	122	122	122		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		35	1	35	2.692		1	1	1	1	1	1	1	1	1.5	0
Scadutree Base	Imp (Lion Head)	FALSE	TRUE	58700291		2,031	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		35	1	35	2.692		1	1	1	1	1	1	1	1	1.5	0
Charo's Hidden Grave	Imp (Lion Head)	FALSE	TRUE	58700295		1,849	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		35	1	35	2.692		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Imp (Lion Head)	FALSE	TRUE	58700381		1,480	-		122	122	122	122	122	122	122	122		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		35	1	35	2.692		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Imp (Lion Head)	FALSE	TRUE	58700390		1,725	-		122	122	122	122	122	122	122	122		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		35	1	35	2.692		1	1	1	1	1	1	1	1	1.5	0
Scadutree Base	Imp (Lion Head)	FALSE	TRUE	58700391		2,031	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		35	1	35	2.692		1	1	1	1	1	1	1	1	1.5	0
Charo's Hidden Grave	Imp (Lion Head)	FALSE	TRUE	58700395		1,849	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		35	1	35	2.692		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Imp (Lion Head)	FALSE	TRUE	58700481		1,480	-		122	122	122	122	122	122	122	122		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadutree Base	Imp (Lion Head)	FALSE	TRUE	58700491		2,031	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Charo's Hidden Grave	Imp (Lion Head)	FALSE	TRUE	58700495		1,849	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Imp (Dragon Head)	FALSE	TRUE	58710090		1,725	-		122	122	122	122	122	122	122	122		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Charo's Hidden Grave	Imp (Dragon Head)	FALSE	TRUE	58710095		1,849	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Imp (Dragon Head)	FALSE	TRUE	58720090		1,725	-		122	122	122	122	122	122	122	122		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Scadutree Base	Imp (Dragon Head)	FALSE	TRUE	58720091		2,031	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Imp (Dragon Head)	FALSE	TRUE	58727090		1,725	-		122	122	122	122	122	122	122	122		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Scadutree Base	Imp (Dragon Head)	FALSE	TRUE	58727091		2,031	-		123	123	123	123	123	123	123	123		10	0	35	35	20	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		-1	1	∞	0		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Putrescence Sorcerer	FALSE	TRUE	58800090		2,106	-		122	122	122	122	122	122	122	122		-10	-20	0	0	0	0	0	-40		663	663	221	294	221	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadutree Base	Putrescence Sorcerer	FALSE	TRUE	58800091		2,480	-		123	123	123	123	123	123	123	123		-10	-20	0	0	0	0	0	-40		689	689	229	306	229	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Charo's Hidden Grave	Putrescence Sorcerer	FALSE	TRUE	58800095		2,257	-		123	123	123	123	123	123	123	123		-10	-20	0	0	0	0	0	-40		667	667	222	296	222	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Putrescence Sorcerer	FALSE	TRUE	58800181		1,807	-		122	122	122	122	122	122	122	122		-10	-20	0	0	0	0	0	-40		648	648	216	288	216	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Putrescence Sorcerer	FALSE	TRUE	58800190		2,106	-		122	122	122	122	122	122	122	122		-10	-20	0	0	0	0	0	-40		663	663	221	294	221	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadutree Base	Putrescence Sorcerer	FALSE	TRUE	58800191		2,480	-		123	123	123	123	123	123	123	123		-10	-20	0	0	0	0	0	-40		689	689	229	306	229	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Putrescence Sorcerer	FALSE	TRUE	58800281		1,807	-		122	122	122	122	122	122	122	122		-10	-20	0	0	0	0	0	-40		648	648	216	288	216	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Putrescence Sorcerer	FALSE	TRUE	58800290		2,106	-		122	122	122	122	122	122	122	122		-10	-20	0	0	0	0	0	-40		663	663	221	294	221	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Black Knight Horse	FALSE	TRUE	58900090		4,494	-		122	122	122	122	122	122	122	122		0	0	-10	0	0	0	0	0		294	294	294	294	294	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Scaduview / Ancient Ruins of Rauh	Black Knight Horse	FALSE	TRUE	58900093		5,894	-		124	124	124	124	124	124	124	124		0	0	-10	0	0	0	0	0		316	316	316	316	316	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Black Knight Horse	FALSE	TRUE	58900190		4,494	-		122	122	122	122	122	122	122	122		0	0	-10	0	0	0	0	0		294	294	294	294	294	Immune	Immune		1	1	1	1	1		65	1	65	5		1	1	1	1	1	1	1	1	1.5	0
Gravesite Plain	Man-Fly	FALSE	TRUE	59000080		1,353	-		121	121	121	121	121	121	121	121		0	0	20	0	0	-20	0	0		630	630	210	210	157	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Man-Fly	FALSE	TRUE	59000081		1,653	-		122	122	122	122	122	122	122	122		0	0	20	0	0	-20	0	0		648	648	216	216	162	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Castle Ensis / Cerulean Coast	Man-Fly	FALSE	TRUE	59000083		1,860	-		122	122	122	122	122	122	122	122		0	0	20	0	0	-20	0	0		659	659	219	219	164	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Belurat, Tower Settlement	Man-Fly	FALSE	TRUE	59000088		1,506	-		121	121	121	121	121	121	121	121		0	0	20	0	0	-20	0	0		Immune	641	213	213	160	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Jagged Peak / Enir-Ilim / Finger Birthing Grounds	Man-Fly	FALSE	TRUE	59000089		2,706	-		124	124	124	124	124	124	124	124		0	0	20	0	0	-20	0	0		726	726	242	242	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Man-Fly	FALSE	TRUE	59000090		1,926	-		122	122	122	122	122	122	122	122		0	0	20	0	0	-20	0	0		663	663	221	221	165	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadutree Base	Man-Fly	FALSE	TRUE	59000091		2,268	-		123	123	123	123	123	123	123	123		0	0	20	0	0	-20	0	0		689	689	229	229	172	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scaduview / Ancient Ruins of Rauh	Man-Fly	FALSE	TRUE	59000094		2,526	-		124	124	124	124	124	124	124	124		0	0	20	0	0	-20	0	0		711	711	237	237	177	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Gravesite Plain	Man-Fly	FALSE	TRUE	59000180		1,353	-		121	121	121	121	121	121	121	121		0	0	20	0	0	-20	0	0		630	630	210	210	157	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Man-Fly	FALSE	TRUE	59000181		1,653	-		122	122	122	122	122	122	122	122		0	0	20	0	0	-20	0	0		648	648	216	216	162	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Castle Ensis / Cerulean Coast	Man-Fly	FALSE	TRUE	59000183		1,860	-		122	122	122	122	122	122	122	122		0	0	20	0	0	-20	0	0		659	659	219	219	164	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Belurat, Tower Settlement	Man-Fly	FALSE	TRUE	59000188		1,506	-		121	121	121	121	121	121	121	121		0	0	20	0	0	-20	0	0		Immune	641	213	213	160	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Jagged Peak / Enir-Ilim / Finger Birthing Grounds	Man-Fly	FALSE	TRUE	59000189		2,706	-		124	124	124	124	124	124	124	124		0	0	20	0	0	-20	0	0		726	726	242	242	181	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Man-Fly	FALSE	TRUE	59000190		1,926	-		122	122	122	122	122	122	122	122		0	0	20	0	0	-20	0	0		663	663	221	221	165	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadutree Base	Man-Fly	FALSE	TRUE	59000191		2,268	-		123	123	123	123	123	123	123	123		0	0	20	0	0	-20	0	0		689	689	229	229	172	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scaduview / Ancient Ruins of Rauh	Man-Fly	FALSE	TRUE	59000194		2,526	-		124	124	124	124	124	124	124	124		0	0	20	0	0	-20	0	0		711	711	237	237	177	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Stone Coffin Fissure / Shadow Keep	Watcher Stones	FALSE	TRUE	59400087		1,992	-		123	123	123	123	123	123	123	123		35	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	2	0
Stone Coffin Fissure / Shadow Keep	Watcher Stones	FALSE	TRUE	59400187		1,992	-		123	123	123	123	123	123	123	123		35	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	2	0
Stone Coffin Fissure / Shadow Keep	Watcher Stones	FALSE	TRUE	59400287		1,992	-		123	123	123	123	123	123	123	123		35	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	2	0
Stone Coffin Fissure / Shadow Keep	Watcher Stones	FALSE	TRUE	59400387		1,992	-		123	123	123	123	123	123	123	123		35	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	2	0
Stone Coffin Fissure / Shadow Keep	Watcher Stones	FALSE	TRUE	59400487		1,992	-		123	123	123	123	123	123	123	123		35	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	0	∞	2.308		1	1	1	1	1	1	1	1	2	0
Stone Coffin Fissure / Shadow Keep	Watcher Stones	FALSE	TRUE	59401087		1,992	-		123	123	123	123	123	123	123	123		35	10	35	35	40	40	40	40		Immune	Immune	Immune	Immune	Immune	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	2	0
Stone Coffin Fissure / Shadow Keep	Leonine Misbegotten	FALSE	TRUE	59500087		6,459	-		123	123	123	123	123	123	123	123		10	10	0	10	20	0	20	20		416	416	416	416	416	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Stone Coffin Fissure / Shadow Keep	Leonine Misbegotten	FALSE	TRUE	59501087		6,459	-		123	123	123	123	123	123	123	123		10	10	0	10	20	0	20	40		416	416	416	416	416	Immune	Immune		1	1	1	1	1		80	1	80	6.154		1	1	1	1	1	1	1	1	1.5	0
Gravesite Plain	Common Soldier (Dagger)	FALSE	TRUE	56510080		1,035	-		121	121	121	121	121	121	121	121		0	0	0	-10	0	0	-20	0		157	157	210	210	210	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Ellac River	Common Soldier (Dagger)	FALSE	TRUE	56510081		1,265	-		122	122	122	122	122	122	122	122		0	0	0	-10	0	0	-20	0		162	162	216	216	216	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Castle Ensis / Cerulean Coast	Common Soldier (Dagger)	FALSE	TRUE	56510082		1,424	-		122	122	122	122	122	122	122	122		0	0	0	-10	0	0	-20	0		164	164	219	219	219	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
Scadu Altus	Common Soldier (Dagger)	FALSE	TRUE	56510090		1,474	-		122	122	122	122	122	122	122	122		0	0	0	-10	0	0	-20	0		165	165	221	221	221	Immune	Immune		1	1	1	1	1		30	1	30	2.308		1	1	1	1	1	1	1	1	1.5	0
